%N	mm	Sec				
-0.4233903	-76.009117	0.045084637				
0.12914793	-76.007561	0.055013023				
-0.30454493	-76.008499	0.064941406				
-0.070093729	-76.0075	0.074869797				
0.23550643	-76.009926	0.08479818				
-0.026745699	-76.01062	0.094726563				
0.26439315	-76.010399	0.10465495				
-0.22640733	-76.009537	0.11458334				
-0.047775656	-76.010284	0.12451172				
-0.19406085	-76.011581	0.13444011				
0.031427272	-76.008942	0.1443685				
0.07326182	-76.008453	0.15429688				
-0.31658107	-76.007515	0.16422527				
0.090050958	-76.007469	0.17415366				
-0.042438775	-76.009857	0.18408203				
0.02075352	-76.010475	0.19401042				
-0.08561267	-76.00869	0.20393881				
0.000676213	-76.008537	0.21386719				
0.031437512	-76.007088	0.22379558				
-0.20439656	-76.010643	0.23372397				
-0.17118707	-76.006172	0.24365234				
0.10228173	-76.008018	0.25358075				
-0.1715046	-76.009727	0.26350912				
0.08938513	-76.00972	0.2734375				
-0.1550023	-76.007271	0.28336591				
-0.4585768	-76.00721	0.29329428				
0.082470752	-76.008057	0.30322266				
-0.21362598	-76.007523	0.31315106				
0.28911078	-76.00721	0.32307944				
-0.28230625	-76.01004	0.33300781				
-0.077817351	-76.007813	0.34293622				
-0.040758841	-76.008781	0.35286459				
-0.51137191	-76.009956	0.36279297				
0.29082146	-76.008507	0.37272137				
-0.23351635	-76.007774	0.38264975				
0.08581014	-76.009239	0.39257813				
-0.040676892	-76.008598	0.40250653				
-0.36052579	-76.008232	0.41243491				
0.043586332	-76.009315	0.42236328				
-0.52185106	-76.008972	0.43229169				
0.092970364	-76.008827	0.44222006				
0.095090769	-76.006561	0.45214844				
-0.38737407	-76.007401	0.46207684				
0.12774457	-76.007233	0.47200522				
-0.25476143	-76.008446	0.48193359				
-0.18097988	-76.00811	0.491862				
0.37318963	-76.00798	0.5017904				
-0.38278499	-76.00956	0.51171875				
0.075894408	-76.008102	0.52164716				
-0.52623528	-76.008492	0.53157556				
0.13152443	-76.011459	0.54150391				
-0.09123636	-76.008545	0.55143231				
-0.01680948	-76.011436	0.56136072				
0.28999174	-76.009071	0.57128906				
-0.31820983	-76.009071	0.58121747				
0.16321789	-76.010178	0.59114587				
0.043739986	-76.009003	0.60107422				
0.010714866	-76.010162	0.61100262				
0.058859427	-76.010735	0.62093103				
-0.32386422	-76.010056	0.63085938				
-0.28811434	-76.0093	0.64078778				
-0.29502872	-76.007248	0.65071619				
-0.1292091	-76.009949	0.66064453				
0.067238629	-76.012558	0.67057294				
-0.24799044	-76.009789	0.68050134				
0.16593242	-76.00988	0.69042969				
-0.42853254	-76.013359	0.70035809				
-0.32253256	-76.014954	0.7102865				
0.075126149	-76.011848	0.72021484				
-0.2043556	-76.016441	0.73014325				
0.23661274	-76.016533	0.74007165				
0.036108561	-76.017387	0.75				
-0.50183517	-76.015968	0.75992841				
-0.030832868	-76.012894	0.76985681				
-0.39962533	-76.022041	0.77978516				
0.26195523	-76.019073	0.78971356				
-0.21934187	-76.022049	0.79964197				
0.009485644	-76.027512	0.80957031				
-0.10027115	-76.030464	0.81949872				
-0.4067753	-76.028374	0.82942712				
0.18640922	-76.027092	0.83935547				
-0.46464097	-76.035469	0.84928387				
-0.11714223	-76.038208	0.85921228				
-0.16449805	-76.034203	0.86914063				
-0.21914725	-76.042374	0.87906903				
0.14508684	-76.036812	0.88899744				
-0.27184761	-76.046219	0.89892578				
-0.015856834	-76.049103	0.90885419				
-0.044958685	-76.054367	0.91878259				
-0.3484692	-76.055077	0.92871094				
-0.097679541	-76.055672	0.93863934				
-0.52960539	-76.065239	0.94856775				
0.051555794	-76.070297	0.95849609				
0.19465527	-76.07119	0.9684245				
-0.30365378	-76.077965	0.9783529				
0.14213672	-76.075615	0.98828125				
-0.46328884	-76.084091	0.99820966				
-0.23383389	-76.081856	1.0081381				
-0.22788242	-76.084045	1.0180664				
-0.1810106	-76.096252	1.0279949				
0.08183565	-76.099762	1.0379232				
-0.57943761	-76.094833	1.0478516				
-0.14745283	-76.10421	1.05778				
-0.082580581	-76.112503	1.0677084				
0.025240183	-76.11515	1.0776367				
-0.032082576	-76.116615	1.0875652				
-0.29794809	-76.131577	1.0974935				
-0.065412439	-76.136864	1.1074219				
-0.37342241	-76.137924	1.1173503				
-0.21051195	-76.145958	1.1272787				
0.16804259	-76.151657	1.137207				
